cluster_name,cluster_group,cluster_tags
bookstore-acct,bar,
teared-capricorn,foo,
handicraft-asses,baz,
countenancing-goes,bar,
iteration-portability,bar,
frey-ewe,foo,
leper-sprouted,bar,
economist-flipped,baz,
mutsuhito-saved,qux,
deplorable-voltmeters,baz,
savonarola-tridents,baz,
pinnate-waived,bar,
coulter-begins,qux,
insatiable-seal,qux,
singsong-mainmast,qux,
dressiest-breakages,baz,
essences-aiken,bar,
fringing-ideologists,qux,
menial-adaptability,bar,
clerking-effaces,bar,
incing-moments,bar,
untruths-grandparent,qux,
cheapness-suede,foo,
dubhe-fobbed,foo,
treasuries-privy,qux,
palavers-eloped,foo,
nutmeats-longing,qux,
pontoon-owner,qux,
subjugation-pausing,baz,
newsreel-archaisms,bar,
enchiladas-counterattacking,bar,
urchin-tilted,qux,
onyx-daylight,bar,
reorganized-vertiginous,foo,
pitching-syncopated,qux,
orthopaedists-greenspan,foo,
poorer-folio,bar,
crimps-yuk,qux,
befriends-bareheaded,baz,
smokey-grumbling,baz,
armored-pshaws,qux,
sootiest-dumas,foo,
fresh-ply,qux,
stan-nirvana,baz,
willing-woken,bar,
semitrailers-tabular,bar,
egocentrics-dudley,baz,
compounds-hancock,bar,
colitis-weighted,baz,
incentive-detention,baz,
packages-amatory,bar,
blasters-strictures,bar,
typographically-ersatzes,baz,
dogcatcher-singsongs,bar,
recommenced-mescal,qux,
haltered-rings,foo,
hungered-estimable,bar,
trimmers-adaptor,baz,
fundy-creaminess,bar,
huffman-achieves,qux,
taster-freshets,bar,
financier-created,qux,
hiccuped-devaluation,qux,
conics-brittney,bar,
squalled-shoemaker,baz,
difficulty-set,baz,
resulted-loophole,qux,
antoninus-addams,foo,
masher-ethnologists,qux,
clothier-circumnavigations,bar,
quantity-antecedent,qux,
rockier-counterexample,qux,
boxed-ed,foo,
snazzier-mortgagers,foo,
reddish-freudian,qux,
cherished-exuberance,qux,
amd-freighting,foo,
gp-killdeer,qux,
mildness-assisting,baz,
sombrero-nonviolent,bar,
come-reallocate,foo,
miniscules-tulle,foo,
injustices-yachted,foo,
probabilities-pigs,baz,
cinematographer-spokesmen,baz,
astonishes-honked,qux,
racquet-amplitudes,baz,
congeal-moveable,qux,
gilliam-pulpiest,foo,
rivaling-amnestied,baz,
spell-graph,bar,
profiling-technology,qux,
giddiness-assayed,foo,
inciting-slocum,qux,
whitecap-trivet,bar,
studly-mallet,bar,
tourniquet-cancers,baz,
abbot-backbitten,foo,
bullet-proffer,baz,
hying-zings,bar,
job-hawking,qux,
boomerangs-carnivore,qux,
dioxin-norwegians,bar,
wispiest-scotland,foo,
amharic-murderesses,foo,
carrying-ferociousness,qux,
fnma-vaseline,qux,
demijohn-fraudulence,foo,
hushed-sinful,foo,
sweeties-packing,baz,
bucked-schoolchild,baz,
chickweed-charmingly,foo,
averroes-stoical,qux,
glimpsing-undisguised,baz,
smoggier-strangest,baz,
outsmarted-buggier,foo,
nybbles-punjabi,baz,
mantelpiece-abominate,foo,
testier-embalming,bar,
snowier-preventing,qux,
vetoed-rickshaw,baz,
hedgehog-hospitalizing,qux,
bulganin-caucusing,baz,
sponsors-intermingles,foo,
instigates-tips,baz,
grassiest-sac,foo,
allusively-gurgling,bar,
disarrayed-antediluvian,foo,
fluoridates-anticipatory,bar,
miasma-quire,foo,
guy-narking,bar,
cinder-corrupting,qux,
domiciling-sonatas,qux,
indonesians-perfected,bar,
ambitions-unsuccessful,baz,
multiplexes-tips,baz,
fossilize-appointed,qux,
smilingly-selfies,qux,
dittos-éclat,foo,
distrusted-revere,foo,
begin-filibusters,foo,
mountainous-decontamination,baz,
smelts-blarneys,qux,
panning-yeager,baz,
illnesses-undresses,bar,
capitulation-appreciative,bar,
norwegians-communed,baz,
preordain-collated,baz,
conspiracy-smelting,baz,
maneuver-angers,qux,
admits-brazen,qux,
mi-congregationalists,foo,
definer-slater,foo,
snorkels-thunk,foo,
frontiersman-comparative,baz,
birded-uncontrolled,foo,
rummest-mistiness,baz,
winterizing-kiwanis,baz,
sec-aortas,foo,
encouragingly-hurley,baz,
submits-sympathy,qux,
shimmering-psychs,bar,
broil-foothold,baz,
westwards-wrestler,qux,
chauffeur-respelling,qux,
loveliness-cherries,foo,
proximity-pinpointed,bar,
agricultural-niggards,bar,
homesteads-oligarch,qux,
daft-devilishly,foo,
pipers-superbly,bar,
northwest-pommels,baz,
quixotic-saps,baz,
stuffily-hellholes,baz,
friedmann-rummaged,foo,
brewery-manifestos,baz,
burnous-u,baz,
slideshows-sniping,baz,
discs-compass,qux,
tomahawking-chanukahs,foo,
wormed-dandelions,foo,
philippine-greens,foo,
international-unpack,baz,
ostensible-sovereignty,bar,
lazy-unpinning,qux,
amalgamate-moody,bar,
conakry-pagers,bar,
belize-drake,bar,
metacarpal-shabbily,qux,
phanerozoic-bluffs,foo,
converses-innocently,qux,
plowed-nightmarish,foo,
statuesque-livingstone,foo,
hellions-newton,qux,
foolhardy-languish,bar,
floridan-xemacs,foo,
beatriz-marimba,foo,
beanbags-farrowed,baz,
plasticity-knuckleheads,baz,
louisiana-inevitably,baz,
groundbreaking-convex,baz,
bathmat-anshan,qux,
matter-laryngitis,foo,
neglectful-printable,baz,
goofed-hemisphere,baz,
hector-unbinding,qux,
papooses-perihelion,baz,
filthiness-wed,bar,
unlearned-missal,foo,
slimmer-reforming,qux,
snobbishness-unreliability,bar,
hydrofoils-anthropomorphism,bar,
culprits-generalizing,bar,
contraction-bedspread,bar,
behoove-avenging,baz,
amirs-ivs,baz,
giuseppe-programmer,qux,
possesses-bench,qux,
eddies-accompanied,baz,
cheyennes-contradicted,baz,
mentality-torres,foo,
accessibly-corroborated,baz,
gabon-arbutuses,qux,
indolent-elucidation,qux,
hereafter-mosaic,baz,
eliminate-acclimated,baz,
pitons-busiest,baz,
purgatories-borrow,bar,
marisa-reincarnates,qux,
chile-pantaloon,bar,
validly-continuum,foo,
inimitable-oftentimes,bar,
washbowl-kurdistan,qux,
verdict-aberdeen,baz,
lullabies-pauli,bar,
whitewalls-dodged,qux,
partridges-bettors,qux,
condensations-curtsy,qux,
coolidge-aron,foo,
huxley-doorknobs,baz,
bulbous-discouragingly,qux,
cannon-selection,qux,
microorganism-planets,bar,
lallygags-placental,baz,
polonium-bosuns,qux,
pacification-marathon,qux,
assisting-beets,bar,
ins-bolshevist,foo,
zombies-workbenches,foo,
piety-bump,foo,
heavenwards-cuffed,bar,
incapable-flustered,qux,
rectors-morison,baz,
sundry-callas,foo,
retooled-harvard,qux,
graze-furthering,qux,
dim-extrapolating,baz,
native-antiseptically,foo,
ponderously-shaking,baz,
mangiest-hovhaness,bar,
cartons-laban,qux,
celt-nonvoting,bar,
tonne-prisons,foo,
evaluates-ossifies,foo,
trombones-exchequers,baz,
microcomputers-cuing,bar,
procrastinated-panic,qux,
frugal-samsonite,qux,
misdid-devoured,bar,
vistas-midway,foo,
dab-crackerjacks,baz,
maneuverable-umbilical,bar,
std-shepherd,bar,
merrily-enemas,bar,
roundly-jensen,qux,
tawdry-loveable,foo,
filmstrip-perls,bar,
ruhr-rebounds,bar,
anguish-cowslips,baz,
grew-restoring,baz,
zoologist-cullen,qux,
tormenting-busyness,baz,
loafed-jimmies,baz,
muteness-putrescent,bar,
amortizations-discreet,bar,
swells-outline,foo,
lonely-med,qux,
firstly-iambics,foo,
removals-diverging,bar,
coldest-wildebeests,bar,
vince-overheated,foo,
obesity-good,bar,
icings-amass,bar,
gizmos-evaporating,baz,
external-grosser,foo,
symbioses-citadel,baz,
scraper-unicameral,qux,
kahuna-procreate,qux,
courteously-hyperbola,foo,
teenaged-righteously,baz,
watercress-aardvark,baz,
navel-fascinating,baz,
qualifier-preceptor,foo,
initially-lenin,bar,
pigeonholed-aussies,foo,
festivals-propositional,qux,
likens-tranquillized,foo,
patronizingly-lxvii,bar,
serfdom-aglow,qux,
oxide-leafier,baz,
reinstating-conspiracies,qux,
unmake-tandems,baz,
blench-larson,qux,
boastfulness-slap,qux,
compilation-toddled,qux,
perilous-restauranteur,qux,
bikinis-schoolmarm,bar,
voodoos-filibusters,bar,
copper-kale,baz,
peer-annexed,qux,
wiggles-reuben,bar,
rapidest-chink,foo,
shaft-systemic,baz,
bespeak-accessioning,baz,
impossibility-uptown,foo,
minoans-acclamation,bar,
yours-scantiness,baz,
searchlight-pries,bar,
abrogated-fiberboard,qux,
repudiations-perceptive,bar,
streetcars-psych,qux,
cellulose-ila,foo,
parishioners-loamy,foo,
mimeographed-persepolis,baz,
backtracking-thickening,qux,
defoliates-stiffening,bar,
requisite-besoms,qux,
automobiles-paralyses,baz,
tumbril-tortilla,bar,
josefa-moldered,bar,
tunis-adroitness,qux,
humbled-fallow,baz,
retrenches-vonda,baz,
hues-ivory,baz,
liability-concords,baz,
inky-pavements,bar,
planetariums-salami,bar,
cobras-oddities,baz,
swaggers-buñuel,bar,
bulgar-grapes,foo,
collector-carousals,qux,
scathingly-bivouac,bar,
underwent-olive,qux,
mayflowers-coagulate,qux,
witticisms-springtime,foo,
porterhouses-stalls,bar,
misinformed-afforested,bar,
mustangs-abusers,baz,
abidjan-slot,qux,
attributing-foolproof,qux,
liable-pepin,qux,
logistically-tinkered,foo,
steppes-reissued,qux,
insubordinate-grackles,baz,
commentary-adhesion,baz,
datelining-erato,qux,
putrefaction-looked,baz,
shtick-lathe,qux,
restocking-suspended,qux,
multiracial-psalmist,qux,
retrograded-unfair,qux,
rearranges-southerner,qux,
cotillions-blackens,foo,
impromptus-costliest,qux,
devilish-hightailed,qux,
piking-fertilize,bar,
bloused-dustmen,bar,
fateful-deforests,baz,
papaws-spenglerian,foo,
decommissions-petal,qux,
predatory-swishest,baz,
discomfort-oysters,baz,
loyalist-temporized,qux,
calorific-enrolment,bar,
bettering-acetate,bar,
reviling-afaik,foo,
invasive-flowchart,baz,
guttered-betake,baz,
bouffant-harried,qux,
tweet-shtik,bar,
pined-cockleshell,foo,
victim-symposiums,baz,
mira-anomaly,baz,
shrivelled-rivetted,baz,
expediting-taine,bar,
cathleen-chou,foo,
sullivan-optics,qux,
menaced-winnings,foo,
bankrolls-rob,bar,
plowman-insular,bar,
ruben-roguish,baz,
consign-remarkably,foo,
sourer-spar,foo,
myopia-regularize,baz,
neurons-shifts,qux,
numbering-underlay,bar,
stooping-texting,baz,
diagnosticians-smacks,baz,
internal-slovenlier,bar,
barbequed-quavery,baz,
columbine-seamstresses,bar,
miaow-cauterize,qux,
scenes-peopling,bar,
whiten-apportioned,qux,
phage-chainsaw,foo,
nesselrode-goatees,bar,
mantels-loadstone,baz,
unveil-radiotherapists,qux,
quotients-conferring,bar,
tenochtitlan-fee,foo,
watertight-festering,baz,
zero-kikuyu,baz,
clinicians-festoons,foo,
resolve-zits,baz,
corded-deliberations,baz,
honeydews-nodular,baz,
infallibility-protuberance,baz,
foaming-plaid,bar,
nicole-remodel,foo,
postmortem-womenfolks,bar,
squatting-overspent,qux,
swiveled-yiddish,baz,
flaw-overrated,bar,
unclearest-ovations,qux,
unsnarls-refinement,qux,
erupting-jokers,bar,
debenture-hrothgar,bar,
quechua-henson,foo,
soliloquizes-undulations,qux,
beiderbecke-rope,baz,
pivots-urea,qux,
piggy-aftershock,baz,
closefisted-inducts,foo,
coffeecakes-nodding,bar,
digest-holographs,qux,
demises-simulcasts,foo,
perspires-burrows,baz,
soybeans-warehoused,qux,
nootka-miscalling,qux,
saddam-extrication,bar,
bohemia-impudently,foo,
chagrinned-motorman,qux,
zippy-suburban,bar,
somewhat-marshy,baz,
zeroed-oxfords,foo,
lassies-bpm,bar,
woodard-ruminate,baz,
bragging-alaska,qux,
spits-some,qux,
sixes-adana,bar,
pureeing-manipulator,baz,
welter-proprietaries,baz,
lineages-shipwrecking,foo,
norplant-carjack,bar,
macbeth-praetorian,qux,
turn-hugging,qux,
civies-cajun,foo,
radcliff-outstay,bar,
singled-exalt,baz,
insufficiently-topographical,bar,
geology-journal,baz,
bootstraps-lasing,qux,
winters-standardization,qux,
portables-irreproachable,qux,
bedraggles-deliverance,foo,
cray-excl,foo,
headwind-mo,foo,
employers-unspeakably,bar,
secondhand-kangaroos,bar,
armed-recant,foo,
inimitable-soppy,baz,
immeasurably-chimaera,bar,
winesap-president,bar,
aneurisms-pocketbooks,baz,
dietrich-brats,foo,
bolshevist-goths,bar,
thunderstorm-underscored,baz,
peeked-derogate,baz,
stoke-dyspeptic,foo,
elective-reviewed,foo,
effete-sickle,foo,
piggybacked-lounges,baz,
rasputin-godforsaken,baz,
olivia-revving,bar,
gnaws-babyhood,baz,
clipt-madrasah,baz,
diacritics-decays,bar,
elucidates-annihilates,bar,
nike-wit,qux,
cupcakes-vazquez,baz,
juxtaposition-roughage,baz,
undershirt-invalidated,foo,
mantissa-crankshafts,qux,
sarapes-infirmaries,qux,
siliceous-disillusioned,foo,
testosterone-principalities,baz,
interlarded-waylay,baz,
xerography-representation,bar,
terrell-gibson,qux,
bannisters-pommelled,bar,
rigging-unquestioned,foo,
frighten-muggy,baz,
centenarian-lupus,baz,
magnetically-bastion,foo,
shortfalls-speculate,bar,
lingual-pleaders,bar,
independently-cherries,bar,
confuser-cohesively,baz,
rebinds-owlet,qux,
sermonized-plainly,baz,
consortiums-parmesan,bar,
defends-chaperons,qux,
flooded-jacobite,baz,
aborted-middleweights,bar,
airhead-kielbasa,foo,
trial-wrecks,bar,
griefs-ash,bar,
slopping-chirico,qux,
humpbacks-audion,baz,
invar-milepost,qux,
stencilled-bankrolling,foo,
unmoved-should've,bar,
alphabetizing-militated,baz,
peacetime-robles,baz,
ingrates-incombustible,bar,
doting-replay,foo,
scriptural-example,foo,
quislings-predates,bar,
fetish-divulging,foo,
lyra-crumbling,qux,
blare-riches,qux,
announcing-goldenest,qux,
affairs-dourer,bar,
resident-mandingo,baz,
quipped-aggrandized,foo,
shouting-charting,bar,
bureaucrat-cribbing,qux,
actualizes-orchestrated,foo,
optical-amnesty,foo,
osiers-adapting,foo,
towards-whipple,qux,
hindustani-regulated,bar,
hourglass-tendentious,baz,
precambrian-accumulated,qux,
obscured-whirrs,baz,
wishbone-imprisons,foo,
spumone-interstates,baz,
heifers-scatterbrains,bar,
renew-showgirls,bar,
coercion-encapsulations,baz,
presuppositions-procrustean,bar,
babiest-indecisive,qux,
plummets-tulane,baz,
archdukes-fantasying,foo,
likely-they'd,bar,
metatarsals-uvular,bar,
bedbugs-homonym,foo,
crafty-tented,qux,
wakens-encoded,bar,
beguiles-fortuitous,qux,
unfriendliest-chattered,bar,
befriend-greasing,baz,
peccary-underskirt,baz,
minorities-wipers,bar,
papooses-simpsons,foo,
jess-loudly,qux,
rattlings-camoens,qux,
counteroffer-wilford,foo,
pyorrhea-gunrunners,foo,
chiropractic-umps,bar,
hodge-successors,bar,
interlinked-dpi,foo,
swelling-encamps,foo,
dustpans-component,baz,
insurrection-o,qux,
maeterlinck-caesar,bar,
rites-hippies,bar,
outweighs-schnauzers,baz,
quieted-mainlining,foo,
nubile-booms,baz,
gi-krypton,qux,
civilians-retails,qux,
repented-piddles,baz,
heriberto-healthiness,baz,
branched-diaz,qux,
slogans-heedless,foo,
suckers-misery,qux,
heartens-drop,baz,
ratifying-rajas,bar,
daggers-crusader,foo,
labs-cardiogram,foo,
exactness-promontories,qux,
dissoluteness-dissatisfy,qux,
pinochle-osmotic,bar,
detractor-boxing,baz,
hibernating-fedex,bar,
buncombe-blacken,foo,
alleviate-notarize,baz,
sandinista-mestizo,qux,
valenzuela-heartburn,foo,
studies-decadents,qux,
aberration-pynchon,bar,
poaching-sprinting,qux,
keogh-harmonization,bar,
brightened-commonplace,foo,
reverends-rubrics,foo,
rainfalls-footlocker,foo,
digitization-mindfully,baz,
wafer-acts,bar,
chimneys-musicianship,qux,
captivity-narcissus,qux,
weaver-tech,baz,
websites-breathable,baz,
satiated-conundrum,bar,
margarito-spenglerian,baz,
lockean-brands,foo,
mandating-intricate,foo,
traipsing-clambakes,bar,
states-solemner,baz,
hunchbacks-undoings,baz,
shelters-approaches,bar,
constrains-breeches,foo,
underwriter-anshan,qux,
inscrutably-synonym,qux,
benefactions-supernovae,baz,
jake-refracting,bar,
iranians-androgynous,bar,
highchairs-starchier,foo,
daydream-witticism,bar,
romp-tympanums,bar,
cleanliness-group,foo,
warped-ruinously,baz,
fdic-icings,qux,
oho-tanager,foo,
watertight-fortify,foo,
sardinia-declines,bar,
tyrant-credenza,qux,
congresses-refinished,qux,
woodpiles-medley,qux,
flays-coupes,qux,
concierge-jiffies,qux,
cheapen-exonerated,baz,
honorarium-atones,qux,
gaunter-solicits,foo,
permeated-pollux,bar,
synthesize-tripartite,qux,
purdue-bombings,qux,
faulknerian-aforementioned,baz,
virago-disintegrating,baz,
crane-dooley,bar,
elongation-straightforward,bar,
accessories-petite,bar,
levered-lawns,bar,
enthusiastically-affirm,bar,
countered-merrick,foo,
inmate-nitrating,qux,
palpitations-bested,baz,
jp-generations,baz,
erector-chain,baz,
ecclesiastical-diversified,foo,
slenderizes-terrible,foo,
karloff-lula,qux,
displaces-refinement,qux,
dyslexia-breeding,foo,
vectored-memorizes,bar,
dictates-hacked,baz,
betides-kurile,foo,
breathlessness-imparting,bar,
vaginae-interlink,qux,
nick-sycophants,qux,
asphyxiating-drawl,bar,
gp-turn,bar,
jockey-proliferating,qux,
langerhans-emulsification,bar,
freshwater-enthronements,foo,
roles-interfaces,baz,
semiprofessional-ridiculing,foo,
samaritan-cook,foo,
lathering-rehashed,baz,
kludges-shortwave,baz,
xenophobia-scarcest,baz,
angleworms-conceptualizing,qux,
redcap-claret,qux,
travelled-buckboards,qux,
part-understands,qux,
avow-noticing,qux,
labelled-bushiest,foo,
schticks-prerecording,baz,
prioress-inspired,bar,
documentations-disastrously,foo,
class-songster,baz,
richness-unrealistic,bar,
nine-angularities,foo,
silenter-gibbon,qux,
gazebo-recesses,bar,
elitist-fuchsias,baz,
ruffing-gutsiest,baz,
dunno-arabesques,qux,
angriest-raggedest,foo,
scantiest-timbers,foo,
milkshakes-shoddily,bar,
conferring-francesca,bar,
gates-odes,qux,
dachau-faker,qux,
discomposes-fortuitously,foo,
prestige-maniacs,foo,
steepest-scurries,foo,
bespeaks-shysters,foo,
fells-tarnishing,qux,
dirtballs-suppositories,foo,
quench-doodle,baz,
eavesdrops-swindles,bar,
alaska-bereavements,foo,
preventatives-evenly,foo,
outdistanced-defecting,baz,
concertina-trustworthiness,qux,
bloodstain-fashioned,bar,
bibliophile-humongous,baz,
guiltier-nappiest,baz,
nosing-cafés,baz,
defenses-akimbo,bar,
clojure-convulse,bar,
sprayers-localizing,qux,
blank-larder,foo,
bradley-rigamarole,foo,
vomited-cubbyhole,foo,
inbreeding-biophysicists,baz,
slaked-maturation,baz,
kenneling-pansies,qux,
crystalline-hangout,bar,
jerk-effeminate,foo,
poacher-songs,bar,
topical-urbanize,baz,
hallstatt-pericles,baz,
manorial-militarist,bar,
bootlegs-souped,bar,
ivies-restrictive,baz,
say-ftping,foo,
coincides-ha,baz,
daydreamer-principled,foo,
pushes-walkouts,baz,
dave-windfall,bar,
roods-hied,qux,
mikhail-outcasts,baz,
jaw-cooperatively,bar,
ricocheted-description,baz,
sarah-cohorts,bar,
appetizingly-chastens,qux,
iffy-trawls,qux,
wrongs-joys,bar,
slickest-canteens,bar,
dimaggio-strops,qux,
seraph-hungarian,qux,
dispel-ovaries,baz,
dollie-persuasiveness,qux,
stereotyping-japanese,baz,
